patenta_total,patentg_total,intangibleasset,netprofit,operatingevenue,operatingcost,othrece,rdinvestratio,rdinvestnetprofitratio,z_index,fund_ownership,qfii_ownership,insurance_ownership,social_security_ownership,trust_ownership,firmmisvaluation,industrymisvaluation,free_cashflow,interest_coverage,cashflow_to_debt,wcap_turn,asset_growth,roe_growth,eps_growth,sgr,fin_lev,op_lev,total_lev,confidence3,risk,dig_intanasset,othrece_pre1,rdinvestratio_pre1,rdinvestnetprofitratio_pre1,umig_pre1,desig_pre1,z_index_pre1,fund_ownership_pre1,qfii_ownership_pre1,insurance_ownership_pre1,social_security_ownership_pre1,trust_ownership_pre1,firmmisvaluation_pre1,industrymisvaluation_pre1,free_cashflow_pre1,interest_coverage_pre1,cashflow_to_debt_pre1,roe_pre1,wcap_turn_pre1,asset_growth_pre1,roe_growth_pre1,eps_growth_pre1,op_lev_pre1,confidence3_pre1,dig_intanasset_pre1,othrece_pre2,rdinvestratio_pre2,rdinvestnetprofitratio_pre2,umig_pre2,desig_pre2,desjg_pre2,z_index_pre2,managerholdsharesratio_pre2,fund_ownership_pre2,qfii_ownership_pre2,insurance_ownership_pre2,social_security_ownership_pre2,trust_ownership_pre2,firmmisvaluation_pre2,industrymisvaluation_pre2,interest_coverage_pre2,cashflow_to_debt_pre2,wcap_turn_pre2,asset_growth_pre2,roe_growth_pre2,eps_growth_pre2,op_lev_pre2,total_lev_pre2,confidence3_pre2,risk_pre2,dig_intanasset_pre2,intangibleasset_post1,othrece_post1,rdinvestratio_post1,rdinvestnetprofitratio_post1,umig_post1,desig_post1,z_index_post1,fund_ownership_post1,qfii_ownership_post1,insurance_ownership_post1,social_security_ownership_post1,trust_ownership_post1,firmmisvaluation_post1,industrymisvaluation_post1,free_cashflow_post1,interest_coverage_post1,cashflow_to_debt_post1,roe_post1,ebitda_post1,wcap_turn_post1,asset_growth_post1,roe_growth_post1,eps_growth_post1,op_lev_post1,confidence3_post1,risk_post1,dig_intanasset_post1,relativesize,intenind,exec_expense_pre1,exec_expense_pre2
1.6094379,2.5649493,0.0572691678961882,0.0142190445617654,0.0063928596753013,0.0065185967497568,0.0031833618,0.0826950337216432,0.0113401829294422,0.0114032446920206,0.0974526093580517,0.0,0.0,0.0,0.0,-0.2762468166058124,0.2240045905868735,0.0088419843019789,0.0013432966621975,0.0758807132090068,0.0010496257344698,0.0170574734614412,0.0002006683599716,0.0014513146749349,0.0387055691049192,0.0047981933158158,0.0230637433163088,0.0013249134137543,1.0,0.0487301373123611,0.0029312025,0.015659332,0.0841717263843648,0.0065385752354314,1,0,0.0060990059856037,0.161396161225752,0.0,0.0,0.0,0.0,-0.4108781050892618,-0.3427483759545317,0.0132530401950697,0.0003648159719114,0.0097729173475861,0.143106,0.0093839036977366,-0.0037468985207028,0.0056517114738811,0.0035056959781867,0.0018867387211034,0.0,0.00053682033,0.00077644788,0.0738029247311828,0.0089006501790672,0,0,0,0.0089987279509714,0.0,0.32030622095273,0.0,0.0,0.0,0.0,-0.0360028250273119,0.3861230930465943,0.0001856167607261,-0.0304278603209978,0.0003757080081666,0.0416638777901388,0.0020618985745203,0.001028489663684,0.0018133756631755,0.0101985555886128,1.0,0.0375941625994238,0.0,0.0622989303524945,0.0026160574,0.0843737950937951,0.0171144570248385,0,0,0.0143626140642346,0.134177037298208,0.0,0.0246274514983028,0.0,0.0,-0.1661993456442388,0.2636518591780488,-0.038900737526273,0.0022309575123803,-0.032607688904913,0.117273,0.0748541516001397,0.0018456003256607,0.0912119791814208,0.0001305359949319,0.0007255685907985,0.0194706416603831,1.0,0.0222398612788499,0.0013715751,4.2433294e-06,0,0.0,0.0
4.3040652,4.4773369,0.0411123979942022,0.0079402002238313,0.0020116942369349,0.0014771942919881,0.0049086995,0.0826950337216432,0.0113401829294422,0.0735638401615754,0.326328295977024,0.0,0.0,0.0,0.0,-0.0878230186247738,0.0282520946823682,-0.0316411534862309,0.0029742068785988,0.0704785660884,0.0001362830729761,0.0040085694236712,0.0004057128517283,0.0019696423293766,0.0079768778810927,0.0040431451873017,0.0279499367078737,0.0013529435681597,1.0,0.0050699307408459,0.0,0.0024714002,0.0841717263843648,0.0065385752354314,73,0,0.0052851994062374,0.203306648795804,0.0201060987931108,0.0532276937653408,0.0,0.0,-0.1144803124058787,-0.4996049237785078,0.0080868427817437,0.0022852287574725,0.0265135639167131,0.079494,0.0008595292955849,0.0353182577516465,0.0005158003859351,0.0007790429447852,0.0021182992093994,1.0,0.0,0.0023081703,0.0738029247311828,0.0089006501790672,36,0,0,0.0077980037625193,0.0,0.108192265642674,0.0,0.0490389191242854,0.0,0.0,-0.0131140284737584,-0.0055776444222075,0.0014377122169757,0.061347201189694,4.023228321243688e-05,0.1000436649994469,-0.0007134464089274,-0.0003085467448318,0.0019117047820501,0.0087400203513432,0.0,0.0026309701704442,0.0,0.0498330464101221,0.0035431588,0.0843737950937951,0.0171144570248385,25,0,0.0926551235073537,0.0858848485000838,0.0,0.0021114396115186,0.0060647410929733,0.0,-0.2737703715281881,0.2529899062169017,0.0093308467888163,0.0057365218282783,0.0668919141798908,0.082741,0.1882198375035712,0.0005851143630445,0.0199133675159088,0.0003193030266277,0.0017685752086465,0.0220020937482853,0.0,0.012727798603473,0.0,1.8639141e-06,0,0.0,0.0
4.3040652,4.4773369,0.0411123979942022,0.0079402002238313,0.0020116942369349,0.0014771942919881,0.0049086995,0.0826950337216432,0.0113401829294422,0.0735638401615754,0.326328295977024,0.0,0.0,0.0,0.0,-0.0878230186247738,0.0282520946823682,-0.0316411534862309,0.0029742068785988,0.0704785660884,0.0001362830729761,0.0040085694236712,0.0004057128517283,0.0019696423293766,0.0079768778810927,0.0040431451873017,0.0279499367078737,0.0013529435681597,1.0,0.0050699307408459,0.0,0.0024714002,0.0841717263843648,0.0065385752354314,73,0,0.0052851994062374,0.203306648795804,0.0201060987931108,0.0532276937653408,0.0,0.0,-0.1144803124058787,-0.4996049237785078,0.0080868427817437,0.0022852287574725,0.0265135639167131,0.079494,0.0008595292955849,0.0353182577516465,0.0005158003859351,0.0007790429447852,0.0021182992093994,1.0,0.0,0.0023081703,0.0738029247311828,0.0089006501790672,36,0,0,0.0077980037625193,0.0,0.108192265642674,0.0,0.0490389191242854,0.0,0.0,-0.0131140284737584,-0.0055776444222075,0.0014377122169757,0.061347201189694,4.023228321243688e-05,0.1000436649994469,-0.0007134464089274,-0.0003085467448318,0.0019117047820501,0.0087400203513432,0.0,0.0026309701704442,0.0,0.0498330464101221,0.0035431588,0.0843737950937951,0.0171144570248385,25,0,0.0926551235073537,0.0858848485000838,0.0,0.0021114396115186,0.0060647410929733,0.0,-0.2737703715281881,0.2529899062169017,0.0093308467888163,0.0057365218282783,0.0668919141798908,0.082741,0.1882198375035712,0.0005851143630445,0.0199133675159088,0.0003193030266277,0.0017685752086465,0.0220020937482853,0.0,0.012727798603473,0.0,1.5663144e-06,0,0.0,0.0
0.69314718,0.0,0.0335729246756529,0.0195543241433005,0.0013425301766725,0.0003128148470555,0.0051967292,0.0826950337216432,0.0113401829294422,0.0071504732210632,0.343560920358372,0.0,0.0,0.0488282784895261,0.0,0.3156196495965155,0.2185055762306912,0.0168605978427355,0.0029742068785988,0.9656901298020965,0.0001355642036611,0.0287230215228529,-0.0004215419540972,-0.0015151646341762,0.0419093536448928,0.0044523573031745,0.0209583033926377,0.0011171877984954,1.0,0.0050875584504127,0.0002847432,0.00012883666,0.0841717263843648,0.0065385752354314,0,0,0.0041097413992384,0.4995209742989929,0.0,0.0,0.0517544170180154,0.0,0.5176814127033146,-0.0407789209903995,0.0006742466305624,0.0022852287574725,0.7704474121854151,0.28642,0.0010077983869828,0.0576386918565797,-0.0005584041308517,-0.0003460749829584,0.0016400672369734,1.0,0.029993914,0.00014435207,0.0738029247311828,0.0089006501790672,0,0,0,0.0063892041005884,0.2228,0.295508846577036,0.0,0.0,0.081262449126617,0.0,0.2107303303133893,0.3145033557643049,0.0014377122169757,0.3630406340041447,6.729321414111048e-05,0.0236113332426801,-0.0001429992208472,4.674946004319654e-05,0.0016655028838943,0.008380679401475,1.0,0.0271708503792716,0.0,0.0298541931309961,0.00087314268,0.0843737950937951,0.0171144570248385,0,0,0.0085696359958949,0.307289798607135,0.0,0.0,0.0889437363627557,0.0,0.2857888687216039,0.3826360977252178,0.0198899490494913,0.0057365218282783,0.927430563608055,0.228163,0.4724613164504267,0.0005417812057393,0.0481414619532139,0.0005051595534295,0.001177111780669,0.0176655509759567,1.0,0.0029273067025711,0.00035826027,3.8117057e-06,0,0.0,0.0
3.8286414,3.583519,0.0070420563435587,0.0076918377195286,0.0027969859232362,0.0024781556501122,0.0088229878,0.0826950337216432,0.0113401829294422,0.0124151297543817,0.307435060882592,0.0,0.0,0.0,0.0,-0.0998386057500542,0.1415496561601973,-0.0320605452212218,0.0007894974720166,-0.0077648817938812,0.0004091217628466,0.0901380731644216,0.0015843868824523,0.0070108799448146,0.020677931139585,0.0049759532180717,0.0233272861686789,0.0013896966225716,1.0,0.0117332035405757,0.073549181,0.009235342,0.0841717263843648,0.0065385752354314,5,0,0.0066402109863524,0.233958129615911,0.0,0.0,0.0,0.0,0.0562105663196781,-0.4461299462131934,0.0050824336764582,0.0007356207896689,0.0111670399707765,0.159418,0.0034180425855576,0.0204107234557421,0.0027708612418592,0.0021813224267212,0.0018244475955968,1.0,0.088642865,0.0081518702,0.0738029247311828,0.0089006501790672,6,0,0,0.0097972443942965,0.0,0.00130355,0.0,0.0,0.0,0.0,-0.1137355561799643,0.1477276427939139,0.0009580045182725,0.0090238248508525,0.0001326035091757,0.1136301907450633,0.0024195668034597,0.0012622369639,0.0017525151367996,0.0091103691744375,1.0,0.034369971223893,0.087716192,0.0067612465580061,0.011057199,0.0843737950937951,0.0171144570248385,7,0,0.0165187180468214,0.101878372167964,0.0,0.0115893638652623,0.0,0.0,-0.1313496379989943,0.2982558588132977,-0.0031437086415603,0.0007618982046096,0.0156474327127551,0.132322,0.0977663204044579,0.0013766817514823,0.0160360659649881,0.0032601932327572,0.0057458697590655,0.0199275025072817,1.0,0.0152349743784616,0.12007502,4.1148959e-07,0,0.0,0.035211522
6.2709885,5.659482,0.0554264596633182,0.0087276782507637,0.0038788081643063,0.0040286550149309,0.0033027048,0.0826950337216432,0.0113401829294422,0.0089941563467755,0.576029916666667,0.0,0.0,0.0,0.0,0.2397606701236547,0.1206649083548072,0.0103636848226443,0.0004768579104144,0.0165273472531323,0.0012709867130275,0.0263186240822426,0.0003167897940715,0.0024620563585983,0.0170205436633021,0.0052874645030929,0.0257991515577807,0.0016331750751297,0.0,0.0152415708145136,0.0,0.0017539995,0.0841717263843648,0.0065385752354314,25,0,0.0048105091906713,0.5265626666666671,0.0,0.101336233333333,0.0580991333333333,0.0,0.2124561632555975,-0.4739306133276125,-0.0612948283310721,0.000377209223065,0.0125504681521927,0.155458,0.0047525469135454,0.1967656851024145,0.00027294037273,0.0004869011588275,0.0017923644209815,1.0,0.074859343,0.014704563,0.0738029247311828,0.0089006501790672,0,0,0,0.0357911796229852,0.0966012927319736,0.0778281004178253,0.0011740040592859,0.0047360822082974,0.0059354955446004,0.0002708294454749,-0.0183391367266609,0.2560426838604589,0.0014377122169757,0.0389124511873338,0.0008278897866017,0.0326524276587982,0.0010544138433097,0.0021692636938876,0.0027892885778173,0.0149776723570767,0.59226817,0.0276956799440277,0.089320034,0.0570363143173849,0.0045397379,0.0843737950937951,0.0171144570248385,103,5,0.0113283192574579,0.7801381000000001,0.0,0.0427433777777778,0.0,0.0,0.4869804044161047,0.2748258664590401,-0.0590969272963814,0.0005711876720015,0.0378342071325466,0.172787,0.12112857925993,0.004532313802137,0.174596818153334,-0.0004411523759151,-0.0007255685907985,0.0198465289101019,1.0,0.0132927097988565,0.0,2.5828338e-06,0,0.018593349,0.0046570958
5.3327188,5.1059456,0.0331171011472103,0.0362121450217176,0.0107019939586289,0.0085691375263133,0.0091304416,0.0826950337216432,0.0113401829294422,0.0099666261414287,0.28930174903624,0.0,0.0,0.0,0.0,0.2081629897824559,0.2141360400434823,0.042460870076501,0.000482584848236,0.0157283783150879,0.0026333925874879,0.0224098380336623,-0.0011303856284544,-0.0051416865202216,0.0192863348010432,0.0052775615589312,0.0240526296117221,0.0015197631487627,1.0,0.019397953668578,0.013592097,0.011106668,0.0841717263843648,0.0065385752354314,50,18,0.0045360902681963,0.166896029762238,0.0,0.0,0.0,0.0,0.2143149834089305,0.1443453304812592,0.036264515676975,0.0001513124098612,0.0075376588545171,0.014651,0.0096621342745449,0.0459097655856138,-0.0090343158575428,-0.0081799591002045,0.0035008352015574,0.0,0.020741874,0.01053201,0.0738029247311828,0.0089006501790672,90,23,3,0.0063924217625494,0.1587,0.342367991284085,0.0,0.0,0.0,0.0,0.1394114092481673,-0.5509167290845713,8.703034975299039e-05,0.0006911265146121,0.0001792460154204,0.0433515590817914,-0.0056458912256624,-0.0025069423017587,0.0020066578741867,0.0127525494457416,1.0,0.0424175716502578,0.014540528,0.0297497283116004,0.015107034,0.0843737950937951,0.0171144570248385,42,12,0.0125531643543542,0.0928613241112006,0.0,0.0396388806100814,0.0,0.0,-0.026605930883274,-0.2117046498740914,0.014255284777647,0.0005153976751385,0.0057666858870323,0.195238,0.1755390971816673,0.0042459696564599,0.0246894424600466,0.004797956848298,0.0088009820336905,0.0195199461100336,1.0,0.0079466093124607,0.010255941,1.4702532e-06,0,0.0,0.0
4.1588831,3.5553482,0.0704543532524795,0.0229410562553179,0.0127195666651044,0.01357689068294,0.011221081,0.0826950337216432,0.0113401829294422,0.0274670050037002,0.159700172335577,0.0,0.0379000976725501,0.0125730316509874,0.0,0.039558160228284,0.434537201619422,-0.0292682228480032,0.0005396146737141,0.0236195409137665,0.0011435430046607,0.0660610008380236,0.0008557071353314,0.0039442550561419,0.0165905444996966,0.0051920054175542,0.0236241622669618,0.0014684916256034,1.0,0.0036546952315931,0.014135598,0.034332745,0.0841717263843648,0.0065385752354314,13,0,0.0146906808060865,0.0133991206308096,0.0,0.0,0.0,0.0,-0.0268494808100731,0.2833881736755064,-0.060651701637635,0.0014358438549671,0.0186398112010458,0.100877,0.0039263274570771,0.0783884132384719,-0.0005652618633335,-0.0009888561690524,0.0018673218871008,1.0,0.029552324,0.013951458,0.0738029247311828,0.0089006501790672,35,0,0,0.0216752435233827,0.0966012927319736,0.0108490687810947,0.0,0.0,0.0,0.0,-0.043592644948094,-0.2748603368494585,0.0001840507266826,0.0220711065183255,0.0007347904712562,-0.0036981383456548,-0.0023101684528576,-0.0008167417463745,0.0017881443875589,0.0100653459852613,1.0,0.0423124886105104,0.039351817,0.0777798131142466,0.007900605,0.0843737950937951,0.0171144570248385,16,1,0.0345952404796325,0.0453083399398146,0.0,0.0221174178794071,0.0,0.0,0.0648316208862195,0.0957488969788795,-0.0532861336923832,0.0002646017247239,0.0165868923059815,0.094913,0.0671210874811993,0.0073829113376178,0.0945609187232438,0.0003585305304096,0.0028314087336337,0.0201458048904907,1.0,0.0023849927885841,0.011289954,5.1056054e-07,0,0.0,0.0
3.2188759,3.6109178,0.0856085880625795,0.0046776499146991,0.0012734909257102,0.0007139326485614,0.036969136,0.0826950337216432,0.0113401829294422,0.0086849503673434,0.0309490945078258,0.0,0.0,0.0072259793934026,0.0,0.1232327943297234,0.2083584412595643,0.0025446390410463,0.0010705025323369,0.0787504791905539,0.0004399636813178,0.0148237555328853,-2.2538274357771087e-06,0.0013787510093146,0.0219417592302296,0.004861281781665,0.0288213057939727,0.0016774297578874,1.0,0.0059971335691188,0.037996154,0.042931054,0.0841717263843648,0.0065385752354314,0,0,0.0046451308996433,0.00661776786756,0.0,0.0,0.0,0.0,0.1561602825199807,0.2113742444167255,0.0091149787820297,0.00060994508781,0.0433706477226847,0.111518,0.0031697717845789,0.0174696149660214,1.7327728061655298e-05,0.0005453306066803,0.002324767269759,1.0,0.041262023,0.059649065,0.0738029247311828,0.0089006501790672,0,0,0,0.0071501811543684,0.0162,0.0783682903236858,0.0,0.0,0.0,0.0,-0.0258939139321364,-0.2348738960912069,0.0001295021635813,0.0319373048284218,0.0001367758110879,0.0215122779848787,3.440468416697268e-05,0.0,0.0024291245620697,0.0142903700448719,1.0,0.0021280221496824,0.0049310415,0.0793235987788909,0.035396878,0.0843737950937951,0.0171144570248385,0,0,0.0109388681609605,0.0258109105550673,0.0,0.0,0.0,0.0,0.1080324987479627,-0.1531691252288469,0.0041356290352074,0.0012666475029486,0.0439971600145139,0.121367,0.174655488878003,0.0018931386868709,0.0355270872445427,-0.0001204943043572,0.0009432401112781,0.0243893184851867,1.0,0.0290108028941944,0.050532956,6.6775021e-07,0,0.0,0.0078876708
